Author,CanonicalLink,Description,ISBN,ISBN Valid,ImageLink,Language,PublishedDate,Publisher,Subjects,Title,google_api_title,i
"Paşcanu, Alexandru, 1920-1989",https://books.google.com/books/about/Traite_de_L_Harmonie_Reduite_A_Ses_Princ.html?hl=&id=cl2zPgAACAAJ,,0845022032,,,en,1965-01-01,Flash and Go; Dlignes,Harmonie (musique),L'harmonie : traité /,L'harmonie,5758
"Wisard, François",https://books.google.com/books/about/Les_Justes_suisses.html?hl=&id=PjvJMwAACAAJ,"Les Justes genevois : Arthur Lavergnat, Jeanne Lavergnat, Roland de Pury.",,,,fr,2007,CICAD,Guerre mondiale (1939-1945)--Juifs--Sauvetage--Suisse; Justes des nations pendant la Shoah--Suisse; aide aux victimes--génocide--Juif - protection--guerre mondiale 2--Suisse,Les Justes suisses : des actes de courage méconnus au temps de la Shoah /,Les Justes suisses,5780
"Canetti, Elias, 1905-1994",https://books.google.com/books/about/Masse_et_puissance.html?hl=&id=JgG3AAAAIAAJ,"Elaboration d'une théorie des phénomènes de masse et de meute, et de leur relation aux manifestations de puissance. L'auteur appuie ses interprétations sur des données empruntées à l'histoire, à l'anthropologie et à la psychologie. L'original a paru en 1960.",,,http://books.google.com/books/content?id=JgG3AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1966,Gallimard,pouvoir--société de masse,Masse et puissance /,Masse et puissance,5798
"Pfeiffer, Laurent, 1982-",https://books.google.com/books/about/La_qualit%C3%A9_pour_recourir_en_droit_de_l.html?hl=&id=mn40nwEACAAJ,,3725569053,,,fr,2013,Schulthess,Parties (procédure); Locus standi; Recours administratifs; Aménagement du territoire; Environnement; Droit; Beschwerdelegitimation; Bundesrecht; kantonales Recht; Verwaltungs- und Verwaltungsgerichtsverfahren; kantonales Rechtsmittel; Beschwerde in öffentlich-rechtlichen Angelegenheiten; Raumplanung und öffentliches Baurecht; Umweltschutz; Natur- und Heimatschutz; Vaud (Suisse); Suisse; Schweiz; Waadt; Suisse - Cantons; [Thèses et écrits académiques],La qualité pour recourir en droit de l'aménagement du territoire et de l'environnement : étude de droit fédéral vaudois /,La qualité pour recourir en droit de l'aménagement du territoire et de l'environnement,5870
"Joseph, Roger, Docteur ès sciences politiques",https://books.google.com/books/about/L_Union_nationale_1932_1939.html?hl=&id=_uoMAQAAIAAJ,,,,http://books.google.com/books/content?id=_uoMAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1975,Impr centrale; Ed de la Baconnière,fascisme--Union nationale (Suisse romande)--1932 / 1939,"L'Union nationale, 1932-1939 : un fascisme en Suisse romande /","L'Union nationale, 1932-1939",5892
"Pittolaz, Sandrine",https://books.google.com/books/about/Saint_Preyardises.html?hl=&id=Meb1zwEACAAJ,,,,,fr,2023,Imprimerie de Marcelin; Municipalité de Saint-Prex,"Saint-Prex (Suisse, VD)--Histoire; Saint-Prex (Suisse, VD)--Récits personnels",Saint-Preyardises : témoignages d'une époque /,Saint-Preyardises,5894
Stendhal,https://books.google.com/books/about/%C5%92uvres_intimes.html?hl=&id=0drjAQAACAAJ,,,,,fr,1981,Gallimard,,Oeuvres intimes /,Oeuvres intimes,5906
"Lefebvre, Henri",https://books.google.com/books/about/Critique_de_la_vie_quotidienne.html?hl=&id=Kek1PQAACAAJ,"Tous ceux qui se préoccupent de la réalité humaine, écrivains ou sociologues, psychologues ou ethnographes, cherchent le ""concret"". Où se situe ce ""concret humain"" ? Où l'atteindre, où le saisir ? Autour de nous, ou caché dans de mystérieuses profondeurs ? Dans la ligne du marxisme vivant, Critique de la vie quotidienne apporte une réponse à cette question. Le concret humain se trouve dans la vie quotidienne : dans notre vie quotidienne. Mais la vie quotidienne ne peut être déterminée, dans son caractère concret, que si l'on dispose d'un instrument et d'une méthode. Dans la ligne encore du marxisme vivant ce livre apporte une réponse à la question précise de l'instrument et de la méthode. Deux attitudes ont été prises en ce qui concerne la vie quotidienne par les penseurs, écrivains ou idéologues (non marxistes) : les uns, réalistes ou «populistes», considèrent la vie quotidienne comme pleine et accomplie, ses gestes les plus obscurs, ses actes et ses événements les plus répétés comme infiniment chargés de sens ; d'autres au contraire, esthètes ou métaphysiciens par tempérament ou par doctrine, déprécient la vie quotidienne au profit d'une vie, d'un autre monde, plus vrai, plus homogène (même s'ils affirment que cette autre réalité se mêle à la vie de chaque jour). La méthode critique et dialectique du marxisme permet de restituer l'unité concrète de la vie quotidienne, une fois analysés ses deux aspects, le vide et la plénitude, la pauvreté et la richesse. Sol nourricier de toute activité supérieure, cette terre natale ne porte ni fleur ni fruit lorsqu'elle est nue et dépouillée... Pour la concevoir ainsi dans son unité contradictoire, il convient d'introduire dans l'étude de la vie quotidienne - étude spécifiquement sociologique, mais où la sociologie n'élimine pas les autres sciences sociales - des notions philosophiques. Et notamment la célèbre notion d'aliénation, autour de laquelle se déroulent les plus importantes discussions philosophiques de notre temps. Cela oblige à concevoir de manière nouvelle les rapports entre la philosophie et les sciences sociales, ainsi que le rôle de la philosophie et la mission du philosophe.",2851811703,,,fr,2009,L'Arche,Dialectical materialism,Critique de la vie quotidienne /,Critique de la vie quotidienne,5910
"Bensoussan, Georges",https://play.google.com/store/books/details?id=wfqlEAAAQBAJ,"La genèse du conflit israélo-arabe, dont l’actualité est surabondamment couverte par les médias, demeure paradoxalement mal connue. Si c’est au sortir de la Première Guerre mondiale que se cristallise ce qui n’est pas seulement le choc de deux nationalismes, mais un affrontement culturel recouvert par un conflit ""religieux"" et d’innombrables polémiques sur la nature du projet sioniste, c’est bien avant 1914 qu’il a pris forme dans le discours à la fois des élites arabes, de la vieille communauté juive séfarade et des sionistes d’Europe orientale. Ces discours, dominés par la propagande, Georges Bensoussan montre qu’ils sont à mille lieues d’une véritable connaissance historique. Ce faisant, il met en lumière l’importance de la dimension culturelle et anthropologique dans la connaissance d’un conflit dont aucun des schémas explicatifs classiques – du nationalisme au colonialisme en passant par l’impérialisme – n’est véritablement parvenu à rendre compte.",9782715409330,,http://books.google.com/books/content?id=wfqlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,2023-01-18T00:00:00+01:00,Que sais-je ?,Conflit israélo-arabe--Origines,Origines du conflit israélo-arabe (1870‑1950) /,Origines du conflit israélo-arabe (1870‑1950),6048
"White, Christopher",https://books.google.com/books/about/Rembrandt_s_Etchings.html?hl=&id=rgLhAAAACAAJ,,0878173196,,,en,1988,A Zwemmer; Van Gendt,Rembrandt - eau-forte--[catalogue],Rembrandt's etchings : an illustrated critical catalogue /,Rembrandt's etchings,6081
"Staël, Anne-Louise-Germaine de",https://play.google.com/store/books/details?id=dQZvDwAAQBAJ,"'Dans ces climats brûlants, où les hommes, uniquement occupés d'un commerce et d'un gain barbares, semblent, pour la plupart, avoir perdu les idées et les sentiments qui pourraient leur en inspirer l'horreur, une jeune fille, nommée Pauline de Gercourt, avait été mariée à l'âge de treize ans à un négociant fort riche, et plus avide encore de le devenir. Orpheline et mal élevée par un tuteur ami de son époux, et tout à fait dans le même genre, elle épousa M. de Valville, sans connaître la valeur de l'engagement qu'elle prenait, sans avoir réfléchi sur le présent ni sur l'avenir.' Germaine de Staël (1766-1817) est l'auteur d'une œuvre considérable à laquelle sa dimension historique, politique, philosophique et littéraire assure une place de premier plan. Fille de Necker, longtemps compagne de Benjamin Constant, elle fit de sa résidence de Coppet un centre de diffusion exceptionnel des idées libérales et romantiques.",9782072707230,,http://books.google.com/books/content?id=dQZvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,2018-10-01T00:00:00+02:00,MJ Minard; Libr Droz,Fiction,De la littérature considérée dans ses rapports avec les institutions sociales / Madame de Staël ; éd. critique par Paul Van Tieghem,De la littérature considérée dans ses rapports avec les institutions sociales / Madame de Staël ; éd. critique par Paul Van Tieghem,6092
"Monition, Thierry",https://books.google.com/books/about/Le_cadastre_vaudois_au_XIXe_si%C3%A8cle.html?hl=&id=ZT1JAAAAYAAJ,"Analyse: Origines et évolution du cadastre fiscal, de 1801 date de sa création jusqu'en 1882. A cette date, une nouvelle législation bouleversa l'ensemble du sytème alors en vigueur, en adoptant le principe de la publicité et les différents modes de présentation, d'inscription et de constitution des droits réels.",,,http://books.google.com/books/content?id=ZT1JAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1989,Impr Chabloz; Bibliothèque historique vaudoise,registre foncier--Vaud (Suisse)--1800 / 1882,Le cadastre vaudois au XIXe siècle /,Le cadastre vaudois au XIXe siècle,6096
"Vuilleumier, Henri",https://books.google.com/books/about/Histoire_de_l_%C3%89glise_r%C3%A9form%C3%A9e_du_Pays.html?hl=&id=CGUmAQAAIAAJ,,,,http://books.google.com/books/content?id=CGUmAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1929,La Concorde,Pietism,Histoire de l'Eglise réformée du Pays de Vaud sous le régime bernois /,Histoire de l'Eglise réformée du Pays de Vaud sous le régime bernois,6145
,https://books.google.com/books/about/La_D%C3%A9mocratie_r%C3%A9f%C3%A9rendaire_en_Suisse.html?hl=&id=833IzQEACAAJ,,,,,de,,Ed universitaires,référendum--Suisse--1900 / 1970,La démocratie référendaire en Suisse au XXe siècle = Die schweizerische Referendumsdemokratie im XX. Jahrhundert /,La démocratie référendaire en Suisse au XXe siècle = Die schweizerische Referendumsdemokratie im XX. Jahrhundert,6181
,https://books.google.com/books/about/La_Gr%C3%A8ve_g%C3%A9n%C3%A9rale_de_1918_en_Suisse.html?hl=&id=zVg_vwEACAAJ,,2889500152,,,fr,2018,Grounauer,Grève générale (Suisse ; 1918); grève générale--Suisse--1918,La grève générale de 1918 en Suisse /,La grève générale de 1918 en Suisse,6183
"Bovard, Pierre-André",https://books.google.com/books/about/Le_gouvernement_vaudois_de_1803_%C3%A0_1962.html?hl=&id=hBAoGQAACAAJ,"Analyse: Notices biographiques des conseillers d'Etat, p. 265-282. Index des noms, p. 285-288.",,,,fr,1982,Ed de Peyrollaz,pouvoir politique--Vaud (Suisse)--1803 / 1962; gouvernement--Vaud (Suisse)--1803 / 1962; Politique et gouvernement--Vaud (Suisse)--19e siècle; Politique et gouvernement--Vaud (Suisse)--20e siècle,Le gouvernement vaudois : de 1803 à 1962 : (récit et portraits) /,Le gouvernement vaudois,6185
"Bonjour, Félix",https://books.google.com/books/about/M%C3%A9moires_et_souvenirs_d_un_journaliste.html?hl=&id=3Dl0EAAAQBAJ,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",9782307232698,,http://books.google.com/books/content?id=3Dl0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,1989-01-01T00:00:00+01:00,Impr vaudoise,Fiction,Souvenirs d'un journaliste /,Souvenirs d'un journaliste,6186
"Desoille, Robert",https://books.google.com/books/about/Le_r%C3%AAve_%C3%A9veill%C3%A9_en_psychoth%C3%A9rapie.html?hl=&id=2B4tiaFWHngC,,,,http://books.google.com/books/content?id=2B4tiaFWHngC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1945,Presses Univ de France,Inconscient collectif; Psychothérapie; Rêve éveillé,Le rêve éveillé en psychothérapie : essai sur la fonction de régulation de l'inconscient collectif /,Le rêve éveillé en psychothérapie,6230
"Wehrli, Bernhard",https://books.google.com/books/about/Le_Vorort.html?hl=&id=yaomuwAACAAJ,,,,,fr,1972,A la Baconnière,Union suisse du commerce et de l'industrie (Suisse).--Vorort--19e siècle; Union suisse du commerce et de l'industrie (Suisse).--Vorort--20e siècle; Union suisse du commerce et de l'industrie (Suisse)--1870 / 1970,"Le Vorort, mythe ou réalité : histoire de l'Union suisse du commerce et de l'industrie, 1870-1970 /","Le Vorort, mythe ou réalité",6238
"Meynaud, Jean",https://books.google.com/books/about/Les_organisations_professionnelles_en_Su.html?hl=&id=6lXXAQAACAAJ,,,,,fr,1963,Payot,organisation professionnelle--Suisse--1900 / 1962,Les organisations professionnelles en Suisse /,Les organisations professionnelles en Suisse,6256
